biennium,committee,name,isChair,isVice,
2017-18,Senate Committee on Ways & Means,Sam Hunt,,,
2017-18,Senate Committee on Ways & Means,Karen Keiser,,,
2017-18,Senate Committee on Ways & Means,Mark Miloscia,,,
2017-18,Senate Committee on Ways & Means,Mark Mullet,,,
2017-18,Senate Committee on Ways & Means,Mike Padden,,,
2017-18,Senate Committee on Ways & Means,Guy Palumbo,,,
2017-18,Senate Committee on Ways & Means,Jamie Pedersen,,,
2017-18,Senate Committee on Ways & Means,Kevin Ranker,,,
2017-18,Senate Committee on Ways & Means,Ann Rivers,,,
2017-18,Senate Committee on Ways & Means,Mark Schoesler,,,
2017-18,Senate Committee on Ways & Means,Kevin Van De Wege,,,
2017-18,Senate Committee on Ways & Means,Keith Wagoner,,,
2017-18,Senate Committee on Ways & Means,Judy Warnick,,,
2017-18,Senate Committee on Ways & Means,Hans Zeiger,,,
2019-20,House Committee on Appropriations,Timm Ormsby,1,,
2019-20,House Committee on Appropriations,Drew Stokesbary,,,
2019-20,House Committee on Appropriations,June Robinson,,1,
2019-20,House Committee on Appropriations,Steve Bergquist,,1,
2019-20,House Committee on Appropriations,Drew MacEwen,,,
2019-20,House Committee on Appropriations,Skyler Rude,,,
2019-20,House Committee on Appropriations,Michelle Caldier,,,
2019-20,House Committee on Appropriations,Bruce Chandler,,,
2019-20,House Committee on Appropriations,Eileen Cody,,,
2019-20,House Committee on Appropriations,Laurie Dolan,,,
2019-20,House Committee on Appropriations,Mary Dye,,,
2019-20,House Committee on Appropriations,Joe Fitzgibbon,,,
2019-20,House Committee on Appropriations,Drew Hansen,,,
